"PROVINCE","FED_CODE","FED_NAME","VOTE_COUNT_Liberal","VOTE_COUNT_Conservative","VOTE_COUNT_Bloc","VOTE_COUNT_NDP","VOTE_COUNT_Green","VOTE_COUNT_Other","VOTE_PCT_Liberal","VOTE_PCT_Conservative","VOTE_PCT_Bloc","VOTE_PCT_NDP","VOTE_PCT_Green","VOTE_PCT_Other","WINNER"
"Newfoundland and Labrador",10001,"Avalon",27563,16953,0,2284,0,230,0.5860727195407187,0.3604720391239634,0,0.048564745906867955,0,0.004890495428449926,"Liberal"
"Newfoundland and Labrador",10002,"Cape Spear",31388,11844,0,2446,140,170,0.6825258763155606,0.25754544663825346,0,0.053187788118639646,0.003044272418891885,0.0036966165086544317,"Liberal"
"Newfoundland and Labrador",10003,"Central Newfoundland",17696,21975,0,965,0,0,0.4354759326705384,0.5407766512452012,0,0.023747416084260262,0,0,"Conservative"
"Newfoundland and Labrador",10004,"Labrador",5811,4709,0,764,0,0,0.5149769585253456,0.4173165544133286,0,0.06770648706132577,0,0,"Liberal"
"Newfoundland and Labrador",10005,"Long Range Mountains",19726,23232,0,2011,0,1174,0.4274971284918623,0.50347831740459,0,0.04358190841514423,0,0.025442645688403442,"Conservative"
"Newfoundland and Labrador",10006,"St. John's East",28681,11941,0,5172,159,98,0.6228094938220669,0.25929947232416234,0,0.11231026470652103,0.0034526937525786628,0.0021280753946711253,"Liberal"
"Newfoundland and Labrador",10007,"Terra Nova—The Peninsulas",19593,19605,0,1677,0,0,0.4793394495412844,0.4796330275229358,0,0.04102752293577982,0,0,"Conservative"
"Prince Edward Island",11001,"Cardigan",14404,9442,0,505,326,584,0.5702070385178734,0.37377776018368236,0,0.01999129092276632,0.012905268991726377,0.023118641383951546,"Liberal"
"Prince Edward Island",11002,"Charlottetown",13656,6139,0,906,257,131,0.6475413722793874,0.29109962539712647,0,0.04296078524349187,0.012186447911233344,0.006211769168760965,"Liberal"
"Prince Edward Island",11003,"Egmont",12466,10419,0,585,538,0,0.5192435854715095,0.4339803398867044,0,0.024366877707430856,0.022409196934355214,0,"Liberal"
"Prince Edward Island",11004,"Malpeque",15485,9846,0,371,1049,132,0.5760145817059108,0.36625376632072315,0,0.013800543094148719,0.03902094260313209,0.0049101662760852585,"Liberal"
"Nova Scotia",12001,"Acadie—Annapolis",22491,23024,0,1768,583,432,0.4656714563750052,0.47670711002525984,0,0.0366060706447472,0.012070893204687565,0.00894446975030022,"Conservative"
"Nova Scotia",12002,"Cape Breton—Canso—Antigonish",24908,20870,0,1930,0,570,0.5159285803057293,0.4322879986743444,0,0.039976801027383074,0,0.011806619992543187,"Liberal"
"Nova Scotia",12003,"Central Nova",26078,21465,0,1649,455,566,0.5193475793121303,0.4274789397168064,0,0.032840101169019975,0.009061398442634377,0.011271981359408918,"Liberal"
"Nova Scotia",12004,"Cumberland—Colchester",23929,22701,0,1873,694,333,0.48312134060165557,0.458328285887341,0,0.03781546537452049,0.014011710074702201,0.006723198061780739,"Liberal"
"Nova Scotia",12005,"Dartmouth—Cole Harbour",40367,13557,0,4201,628,881,0.676912499580776,0.2273367542006238,0,0.07044638964349197,0.010530905188315391,0.01477345138679277,"Liberal"
"Nova Scotia",12006,"Halifax",32886,9939,0,8642,422,271,0.6304831288343559,0.19054831288343557,0,0.16568251533742331,0.008090490797546012,0.005195552147239264,"Liberal"
"Nova Scotia",12007,"Halifax West",36200,15020,0,3083,497,384,0.6559872426790374,0.27218034212815306,0,0.05586764279501305,0.009006233690924906,0.006958538706871557,"Liberal"
"Nova Scotia",12008,"Kings—Hants",35836,19773,0,2154,825,591,0.605552645364065,0.3341219013501411,0,0.036398046604369794,0.01394075601142297,0.009986650670001183,"Liberal"
"Nova Scotia",12009,"Sackville—Bedford—Preston",36062,18860,0,2324,526,418,0.6197284756831071,0.3241106719367589,0,0.03993813369994845,0.009039353840866128,0.007183364839319471,"Liberal"
"Nova Scotia",12010,"South Shore—St. Margarets",27831,20864,0,0,818,1198,0.5488158387726528,0.41142947289542703,0,0,0.016130622547376308,0.023624065784543787,"Liberal"
"Nova Scotia",12011,"Sydney—Glace Bay",25766,17978,0,1789,0,1633,0.5462833396938472,0.38116439808336516,0,0.03792986473307043,0,0.03462239748971717,"Liberal"
"New Brunswick",13001,"Acadie—Bathurst",32556,12541,0,2108,0,1043,0.6747637207759907,0.259927872657934,0,0.04369093019399768,0,0.021617476372077598,"Liberal"
"New Brunswick",13002,"Beauséjour",36139,19862,0,1448,1291,891,0.6060438362596636,0.3330817863191964,0,0.024282671764686153,0.02164981301671949,0.014941892639734366,"Liberal"
"New Brunswick",13003,"Fredericton—Oromocto",30750,16200,0,908,1568,743,0.6129283023380973,0.3229085690366561,0,0.018098825968227393,0.03125436026231338,0.014809942394705894,"Liberal"
"New Brunswick",13004,"Fundy Royal",19103,25411,0,1507,961,629,0.4012308080065531,0.5337211988826112,0,0.031652349247022746,0.020184411165486967,0.013211232698326017,"Conservative"
"New Brunswick",13005,"Madawaska—Restigouche",22720,16320,0,1251,0,887,0.5517509349652727,0.3963281363835058,0,0.03038030016027976,0,0.021540628490941766,"Liberal"
"New Brunswick",13006,"Miramichi—Grand Lake",18037,18421,0,968,831,0,0.4714692735969888,0.4815066523773427,0,0.025302559008808845,0.02172151501685966,0,"Conservative"
"New Brunswick",13007,"Moncton—Dieppe",30215,14974,0,1775,994,0,0.6300304433045582,0.3122315359272697,0,0.037011551774469326,0.020726468993702823,0,"Liberal"
"New Brunswick",13008,"Saint John—Kennebecasis",26129,16787,0,1206,737,108,0.5810705628572064,0.3733182111326084,0,0.02681966775635466,0.016389796962216735,0.0024017612916138503,"Liberal"
"New Brunswick",13009,"Saint John—St. Croix",20784,26591,0,1643,794,280,0.41491655354148366,0.5308432484229019,0,0.03279964864649046,0.015850834464585163,0.005589714924538848,"Conservative"
"New Brunswick",13010,"Tobique—Mactaquac",14226,23322,0,812,806,501,0.3586356417172965,0.5879446391206796,0,0.02047041621498979,0.0203191569818741,0.012630145965159956,"Conservative"
"Quebec",24001,"Abitibi—Baie-James—Nunavik—Eeyou",12578,6850,10381,752,0,0,0.411570302018913,0.22414188017407807,0.3396812931514021,0.02460652465560682,0,0,"Liberal"
"Quebec",24002,"Abitibi—Témiscamingue",13551,9861,24774,1480,0,449,0.2703980844058665,0.19676743489973061,0.4943430110745286,0.029532076224683228,0,0.00895939339519106,"Bloc"
"Quebec",24003,"Ahuntsic-Cartierville",30833,7600,8538,3333,0,273,0.6096249283271052,0.15026593115447734,0.1688119105522273,0.06589951954445697,0,0.005397710421733199,"Liberal"
"Quebec",24004,"Alfred-Pellan",32934,12671,12259,2044,0,423,0.545888515025443,0.21002469708773266,0.20319570370124812,0.03387976330576321,0,0.007011320879813031,"Liberal"
"Quebec",24005,"Argenteuil—La Petite-Nation ",28124,14697,13520,1499,807,586,0.47480289703374806,0.24812182398325258,0.2282511437880911,0.025306839093073116,0.013624162206877923,0.009893133894957202,"Liberal"
"Quebec",24006,"Beauce",12057,37604,8595,1100,0,3626,0.19143564828046108,0.5970594773109777,0.1364675621606173,0.017465307548188373,0,0.057572004699755486,"Conservative"
"Quebec",24007,"Beauharnois—Salaberry—Soulanges—Huntingdon",21939,13230,30005,1663,802,675,0.3211493983663671,0.19366454899434962,0.4392218286149252,0.024343472787422785,0.01173990690048892,0.009880844336446409,"Bloc"
"Quebec",24008,"Beauport—Limoilou",21858,18492,17558,2095,924,491,0.35588915301703083,0.30108437265948096,0.2858771044319255,0.034110521345533884,0.01504444950991566,0.007994399036113192,"Liberal"
"Quebec",24009,"Bécancour—Nicolet—Saurel—Alnôbak",14813,11717,25506,1112,738,432,0.27270886262380795,0.2157111822968445,0.46956809897271623,0.020472035052836998,0.013586656357008727,0.007953164696785597,"Bloc"
"Quebec",24010,"Bellechasse—Les Etchemins—Lévis ",18642,32097,12244,1621,0,794,0.28505458882534634,0.4907948255298327,0.187222850851708,0.024786690724486988,0,0.012141044068625952,"Conservative"
"Quebec",24011,"Beloeil—Chambly",23136,9199,32844,2391,0,482,0.3399753129959443,0.13517604185034973,0.48263092928936696,0.035134896843590196,0,0.007082819020748839,"Bloc"
"Quebec",24012,"Berthier—Maskinongé",15056,10641,21676,13457,551,575,0.24301116921686358,0.17175092000774744,0.3498611918135451,0.21720253082832977,0.008893408225192072,0.009280779908322035,"Bloc"
"Quebec",24013,"Bourassa",21198,5905,6206,2137,0,756,0.5855477597922767,0.16311253521904867,0.17142699298381306,0.059029887851499915,0,0.020882824153361693,"Liberal"
"Quebec",24014,"Brome—Missisquoi",34727,13743,20182,1600,1139,561,0.4826412052479431,0.19100233488992663,0.28049255058928174,0.022237046920169,0.015829997776295308,0.007796864576384256,"Liberal"
"Quebec",24015,"Brossard—Saint-Lambert",36541,11076,7837,2049,855,381,0.6220909446875159,0.18856296498067723,0.1334207255826623,0.03488312705357599,0.014555916852517068,0.006486320843051465,"Liberal"
"Quebec",24016,"Charlesbourg—Haute-Saint-Charles ",22597,27698,12346,1752,0,873,0.34622927711212576,0.42438635736830815,0.18916434284313424,0.026843992277755645,0,0.013376030398676186,"Conservative"
"Quebec",24017,"Châteauguay—Les Jardins-de-Napierville",28224,13538,18160,1377,773,429,0.45157677477160363,0.21660453432745075,0.2905553511143822,0.022031647493640102,0.012367802115166157,0.006863890177757156,"Liberal"
"Quebec",24018,"Chicoutimi—Le Fjord",15820,17356,15857,991,476,339,0.31117842601152657,0.34139145144475697,0.31190621373355104,0.01949290898719487,0.009362890694152127,0.006668109128818427,"Conservative"
"Quebec",24019,"Compton—Stanstead",29951,14292,17305,2124,1161,787,0.456430966168851,0.2177994513867723,0.26371533069186226,0.03236818043279488,0.017692776592502287,0.011993294727217312,"Liberal"
"Quebec",24020,"Côte-du-Sud—Rivière-du-Loup—Kataskomiq—Témiscouata",19097,28873,12598,1072,682,670,0.30316548133096266,0.45835979171958346,0.1999936499873,0.017018034036068073,0.010826771653543307,0.010636271272542545,"Conservative"
"Quebec",24021,"Côte-Nord—Kawawachikamach—Nitassinan",10185,9365,16243,640,0,750,0.2739154990183686,0.2518624102412393,0.4368394158620875,0.017212166850442405,0,0.020170508027862195,"Bloc"
"Quebec",24022,"Dorval—Lachine—LaSalle",29927,10428,6338,2104,823,800,0.5935541451804839,0.2068226894089647,0.1257040856802856,0.04172947243157477,0.016322887742959143,0.01586671955573185,"Liberal"
"Quebec",24023,"Drummond",15998,12790,24071,2607,0,773,0.28446451750564555,0.22742225146250822,0.4280125891285407,0.046355731787549564,0,0.01374491011575597,"Bloc"
"Quebec",24024,"Gaspésie—Les Îles-de-la-Madeleine—Listuguj ",21817,7047,26091,1005,0,1024,0.3828618559595676,0.12366629229257335,0.4578653657166924,0.01763652955215499,0,0.017969956479011652,"Bloc"
"Quebec",24025,"Gatineau ",34751,10982,9373,1615,0,678,0.6054286660046342,0.19132737504137703,0.16329552779665152,0.028136378682555446,0,0.01181205247478179,"Liberal"
"Quebec",24026,"Hochelaga—Rosemont-Est",23601,5402,13902,6671,1329,242,0.46143468825151035,0.10561714274542007,0.2718047979353628,0.13042798209083623,0.02598392867616869,0.004731460300701898,"Liberal"
"Quebec",24027,"Honoré-Mercier",29947,10692,6435,1787,568,351,0.6015869827239856,0.21478505423865005,0.12926878264363198,0.03589795098433106,0.011410204901566894,0.007051024507834472,"Liberal"
"Quebec",24028,"Hull—Aylmer",31978,8727,6248,2855,1130,549,0.621088818536718,0.1694990968594014,0.12135102064598831,0.0554508905160526,0.021947287664847437,0.01066288577699225,"Liberal"
"Quebec",24029,"Joliette—Manawan",17890,8721,28196,1408,1014,0,0.3126037498471055,0.15238777542854148,0.4926872739345437,0.024602911111499415,0.017718289678309948,0,"Bloc"
"Quebec",24030,"Jonquière",13172,15314,20247,932,448,516,0.26016709790831344,0.3024748661834127,0.3999091429812953,0.018408422050603408,0.008848683560805072,0.010191787315570128,"Bloc"
"Quebec",24031,"La Pointe-de-l'Île",20051,6781,22940,2279,977,181,0.37683474600161626,0.12744084647334097,0.43113007198030406,0.04283110000187938,0.018361555375970232,0.00340168016688906,"Bloc"
"Quebec",24032,"La Prairie—Atateken",29418,11505,23232,1588,657,361,0.4406464852234089,0.17233115142073965,0.3479875975494675,0.023786342325609264,0.00984107487904615,0.005407348601728554,"Liberal"
"Quebec",24033,"Lac-Saint-Jean",12536,11792,22069,819,0,540,0.26250104698886007,0.24692185275148673,0.462119943043806,0.017149677527431108,0,0.011307479688416115,"Bloc"
"Quebec",24034,"Lac-Saint-Louis",43446,15203,2330,1877,915,471,0.6762865415148968,0.23665203449456743,0.036269107437501946,0.029217645776906075,0.014243018585971793,0.007331652190155973,"Liberal"
"Quebec",24035,"LaSalle—Émard—Verdun",27439,7456,11467,5587,1298,706,0.5085722758697385,0.13819435434544883,0.21253683761792672,0.10355309250644079,0.024057976386855227,0.013085463273589976,"Liberal"
"Quebec",24036,"Laurentides—Labelle",18514,7900,23615,1341,864,749,0.3494328369477002,0.14910442972274127,0.44570900100032085,0.02531000509597418,0.016307117377271956,0.014136609855991545,"Bloc"
"Quebec",24037,"Laurier—Sainte-Marie",27286,4796,8079,9856,1452,932,0.520715253525696,0.09152497089750196,0.15417644701436994,0.18808801358752694,0.02770939485887674,0.01778592011602832,"Liberal"
"Quebec",24038,"Laval—Les Îles",28302,18355,8298,1961,0,0,0.49725911870124395,0.3224927964017148,0.14579380139152434,0.0344542835055169,0,0,"Liberal"
"Quebec",24039,"Les Pays-d'en-Haut ",26967,11816,23750,1493,1038,639,0.41043787954887906,0.1798395811454576,0.36147512290154177,0.022723467725979028,0.015798365371444228,0.009725583306698324,"Liberal"
"Quebec",24040,"Lévis—Lotbinière",20549,33312,13627,1635,0,698,0.2943097348935134,0.4771057418255253,0.1951705074404549,0.02341702353160224,0,0.009996992308904197,"Conservative"
"Quebec",24041,"Longueuil—Charles-LeMoyne",25138,8547,13583,2832,0,800,0.4938703339882122,0.16791748526522593,0.2668565815324165,0.0556385068762279,0,0.015717092337917484,"Liberal"
"Quebec",24042,"Longueuil—Saint-Hubert",24237,8447,23468,2986,0,0,0.40983800601981807,0.14283540194122224,0.3968345226419561,0.05049206939700362,0,0,"Liberal"
"Quebec",24043,"Louis-Hébert",33512,12164,12897,1540,0,332,0.5544213748035404,0.20124079741914136,0.21336752419554966,0.025477707006369428,0,0.005492596575399123,"Liberal"
"Quebec",24044,"Louis-Saint-Laurent—Akiawenhrahk",21693,29525,12465,1607,0,527,0.3295956971603081,0.4485923089779236,0.18938875974292357,0.024416184268502058,0,0.008007049850342616,"Conservative"
"Quebec",24045,"Marc-Aurèle-Fortin",29928,11923,13584,2128,0,0,0.5199173079929816,0.20712957976477947,0.23598492086930842,0.03696819137293053,0,0,"Liberal"
"Quebec",24046,"Mégantic—L'Érable—Lotbinière",12594,34470,9607,1066,0,898,0.21478639038117164,0.5878741366078281,0.1638441204059009,0.01818026775816492,0,0.015315084846934425,"Conservative"
"Quebec",24047,"Mirabel",18796,12544,22494,1333,792,400,0.3335048528185383,0.2225731471459749,0.3991199276069483,0.023651945563264075,0.014052768856793059,0.007097358008481343,"Bloc"
"Quebec",24048,"Mount Royal",25544,20244,1671,2353,0,216,0.5105940673222995,0.4046533940993044,0.0334012952746462,0.047033661149756135,0,0.004317582153993763,"Liberal"
"Quebec",24049,"Mont-Saint-Bruno—L'Acadie",32149,9335,23947,1590,833,397,0.4710407173521267,0.13677455275380582,0.35086665396844,0.023296361958066548,0.01220494937803109,0.005816764589529824,"Liberal"
"Quebec",24050,"Montcalm",15769,13589,27268,1893,0,0,0.2694680360224884,0.23221517797638375,0.4659683179821938,0.03234846801893402,0,0,"Bloc"
"Quebec",24051,"Montmorency—Charlevoix",17101,20494,19970,905,580,357,0.2878616997996869,0.3449761812581009,0.3361556718905179,0.015233894995539246,0.00976315922366051,0.006009392832494487,"Conservative"
"Quebec",24052,"Notre-Dame-de-Grâce—Westmount",34226,10517,2652,3956,1331,808,0.6398579173677322,0.19661618994204524,0.049579360628154795,0.07395774911198355,0.024883155730043,0.01510562722004113,"Liberal"
"Quebec",24053,"Outremont",26024,5911,5644,5024,4539,0,0.5520342794111408,0.1253871282508167,0.1197233889101014,0.10657163463578126,0.09628356879215985,0,"Liberal"
"Quebec",24054,"Papineau",24700,4927,7726,7606,0,1660,0.5298268946137841,0.10568652266243377,0.16572642055814152,0.1631523627705442,0,0.03560779939509642,"Liberal"
"Quebec",24055,"Pierre-Boucher—Les Patriotes—Verchères",24217,7375,28765,1541,0,528,0.38793131067183545,0.11813987761509627,0.4607855701150162,0.024685227309134014,0,0.008458014288918079,"Bloc"
"Quebec",24056,"Pierrefonds—Dollard",34326,17453,3097,1613,0,647,0.6007770932511901,0.30546415569868385,0.054204004480537665,0.028230887706524783,0,0.011323858863063568,"Liberal"
"Quebec",24057,"Pontiac—Kitigan Zibi",32088,16221,6071,2971,749,673,0.5459649839211883,0.27599407891378697,0.1032957310329573,0.050550422813196536,0.012743947050516393,0.011450836268354516,"Liberal"
"Quebec",24058,"Portneuf—Jacques-Cartier",18865,32184,11606,1034,728,524,0.290494448807379,0.49558830322908487,0.17871606535162687,0.01592214471597296,0.011210175389969356,0.008068862505966955,"Conservative"
"Quebec",24059,"Québec Centre",27880,0,20203,4400,0,3836,0.4950371988138994,0,0.3587244091691969,0.0781263871872725,0,0.06811200482963121,"Liberal"
"Quebec",24060,"Repentigny",24419,9583,26593,1722,0,698,0.38751091010076966,0.15207490280092043,0.4220106323891137,0.027326826945965246,0,0.011076727763230976,"Bloc"
"Quebec",24061,"Richmond—Arthabaska",20629,22206,17095,1248,0,1368,0.32982125155885267,0.35503469446487385,0.27331883733572093,0.019953314360630577,0,0.021871902279921977,"Conservative"
"Quebec",24062,"Rimouski—La Matapédia",19201,7324,24947,974,0,1594,0.3553108808290155,0.13552923760177646,0.46163952627683197,0.018023686158401185,0,0.029496669133974834,"Bloc"
"Quebec",24063,"Rivière-des-Mille-Îles",27326,10398,19669,1270,734,490,0.45629268455591365,0.1736269975119809,0.3284352196637,0.021206605774208093,0.012256416250605306,0.008182076243592098,"Liberal"
"Quebec",24064,"Rivière-du-Nord",18345,12203,25438,2032,0,0,0.3161949739735944,0.21033127650039643,0.43845013616463857,0.03502361336137061,0,0,"Bloc"
"Quebec",24065,"Rosemont—La Petite-Patrie",18757,4073,10864,24358,1368,0,0.31566812521036686,0.06854594412655672,0.18283406260518345,0.4099293167283743,0.023022551329518682,0,"NDP"
"Quebec",24066,"Saint-Hyacinthe—Bagot—Acton",19504,10431,25447,1373,800,431,0.336357051702135,0.17988824888766253,0.4388473079708895,0.023678129203600868,0.013796433621908737,0.007432828613803332,"Bloc"
"Quebec",24067,"Saint-Jean",21999,10480,28474,1650,988,624,0.3425835085260453,0.16320174414077707,0.44341664720080975,0.02569493109086662,0.01538581328350074,0.009717355758000467,"Bloc"
"Quebec",24068,"Saint-Laurent",26021,12477,2523,1985,693,486,0.5889102636641395,0.28238089849496434,0.057100826072196444,0.044924748217720946,0.01568405567500283,0.01099920787597601,"Liberal"
"Quebec",24069,"Saint-Léonard—Saint-Michel",26833,8457,2938,2450,0,388,0.6534115813568402,0.20593678468806312,0.07154336921053914,0.05966005941654897,0,0.009448205328008571,"Liberal"
"Quebec",24070,"Saint-Maurice—Champlain",31095,15321,13190,1224,704,706,0.4995983290488432,0.24616002570694087,0.21192159383033418,0.01966580976863753,0.011311053984575836,0.01134318766066838,"Liberal"
"Quebec",24071,"Shefford",26155,11404,26726,1557,0,789,0.39253500622833215,0.171151566087857,0.4011045909561615,0.02336750161336315,0,0.011841335114286143,"Bloc"
"Quebec",24072,"Sherbrooke",31249,7983,16224,3516,1383,576,0.5128588075035696,0.1310170520752983,0.26626840196287604,0.05770461669757595,0.022697805714660846,0.009453316046019268,"Liberal"
"Quebec",24073,"Terrebonne",23352,10961,23351,1556,630,428,0.3874050233916188,0.18184080427353264,0.38738843359102826,0.025813729718968777,0.010451574372076047,0.0071004346527754735,"Liberal"
"Quebec",24074,"Thérèse-De Blainville",29519,12019,20828,1585,0,446,0.4583909188316226,0.18663912915197914,0.32343121573986366,0.024612947808127707,0,0.0069257884684069135,"Liberal"
"Quebec",24075,"Trois-Rivières",25147,16708,16921,1437,569,535,0.41011465009703674,0.2724856075802795,0.27595935874227373,0.023435588825284993,0.009279645122885986,0.00872514963223902,"Liberal"
"Quebec",24076,"Vaudreuil",40982,16179,10571,1602,957,527,0.578694682142958,0.22845886638990087,0.1492699596147872,0.022621367448953655,0.013513513513513514,0.007441610889886752,"Liberal"
"Quebec",24077,"Ville-Marie—Le Sud-Ouest—Île-des-Sœurs",30905,9113,4364,2932,996,209,0.6369669613965663,0.18782332694408377,0.08994414559244832,0.0604299346647705,0.020528040561429543,0.00430759084070158,"Liberal"
"Quebec",24078,"Vimy",26531,12278,8526,2342,0,0,0.5340700927994847,0.24715663184169737,0.17162872154115585,0.047144553817662097,0,0,"Liberal"
"Ontario",35001,"Ajax",36975,25658,0,1762,612,643,0.5632140137090632,0.39083015993907083,0,0.02683929931454684,0.009322162985529322,0.009794364051789795,"Liberal"
"Ontario",35002,"Algonquin—Renfrew—Pembroke",25338,37333,0,2469,618,1260,0.3780775314094721,0.5570592975021637,0,0.036840848727207616,0.009221403205109075,0.01880091915604763,"Conservative"
"Ontario",35003,"Aurora—Oak Ridges—Richmond Hill",26590,34023,0,835,465,256,0.4277051263491451,0.5472663224436616,0,0.01343113127121234,0.007479612025285914,0.004117807910695041,"Conservative"
"Ontario",35004,"Barrie South—Innisfil",25557,38943,0,2130,0,695,0.3796063869290754,0.5784329743780171,0,0.03163757890828073,0,0.01032305978462681,"Conservative"
"Ontario",35005,"Barrie—Springwater—Oro-Medonte",29150,33949,0,1559,893,158,0.44362263921228445,0.5166567745666499,0,0.023725821424766775,0.013590223561460378,0.0024045412348384543,"Conservative"
"Ontario",35006,"Bay of Quinte",32846,29130,0,2373,833,0,0.5039121229787364,0.44690251910036516,0,0.0364057561903593,0.012779601730539106,0,"Liberal"
"Ontario",35007,"Beaches—East York",39804,13830,0,4027,748,346,0.6774572376818994,0.23538422261935155,0,0.06853884775763765,0.012730831418602671,0.005888860522508723,"Liberal"
"Ontario",35008,"Bowmanville—Oshawa North",32214,35232,0,2032,546,764,0.45507713171724024,0.4977114765214443,0,0.028705430298920722,0.007713171724021021,0.010792789738373736,"Conservative"
"Ontario",35009,"Brampton Centre",19716,19105,0,1085,469,385,0.48370951913640825,0.46871933267909716,0,0.026619234543670264,0.011506378802747791,0.009445534838076546,"Liberal"
"Ontario",35010,"Brampton—Chinguacousy Park",21532,19591,0,1173,521,1263,0.488475499092559,0.4444419237749546,0,0.02661070780399274,0.011819419237749547,0.028652450090744103,"Liberal"
"Ontario",35011,"Brampton East",23616,21731,0,821,0,2437,0.48587593868943524,0.4470939203785619,0,0.016891266330624422,0,0.05013887460137846,"Liberal"
"Ontario",35012,"Brampton North—Caledon",22847,22105,0,1008,0,635,0.49033158064169974,0.47440712522802875,0,0.021633222448760595,0,0.013628071681510891,"Liberal"
"Ontario",35013,"Brampton South",22001,21193,0,777,0,632,0.4932627850144609,0.4751474116090846,0,0.017420352891061138,0,0.01416945048539336,"Liberal"
"Ontario",35014,"Brampton West",20194,21112,0,708,278,95,0.4764196569702975,0.49807724066341097,0,0.01670323448227051,0.006558614669592092,0.0022412532144289524,"Conservative"
"Ontario",35015,"Brantford—Brant South—Six Nations",27032,34501,0,2410,1110,740,0.4108643776693569,0.5243870928518232,0,0.03663003663003663,0.016871095709269982,0.011247397139513322,"Conservative"
"Ontario",35016,"Bruce—Grey—Owen Sound",26837,35484,0,2069,1447,1074,0.4010850233892783,0.5303163904290774,0,0.030921672071856646,0.021625741656827728,0.0160511724529599,"Conservative"
"Ontario",35017,"Burlington",43593,31686,0,1549,595,703,0.5579832578143,0.4055756086322095,0,0.01982694621508845,0.00761590251644779,0.00899828482195428,"Liberal"
"Ontario",35018,"Burlington North—Milton West",37155,31172,0,1507,0,607,0.5274626992802487,0.4425263695858946,0,0.021393790548118283,0,0.00861714058573842,"Liberal"
"Ontario",35019,"Cambridge",30309,31766,0,2183,1052,109,0.4633057674375946,0.4855775844938015,0,0.033369510386890656,0.016080955074213914,0.0016661826074993503,"Conservative"
"Ontario",35020,"Carleton",43846,39333,0,1221,561,1099,0.5094817569137811,0.4570415988844992,0,0.014187775970253311,0.006518707878224494,0.012770160353241924,"Liberal"
"Ontario",35021,"Chatham-Kent—Leamington",25978,41612,0,2943,757,1061,0.35905516164254814,0.5751406338544042,0,0.04067670108222416,0.010462882337493607,0.014664621083329879,"Conservative"
"Ontario",35022,"Davenport",35364,14189,0,10452,782,387,0.5780887305064243,0.23194494393042797,0,0.1708568999901919,0.012783208552653087,0.006326217020302743,"Liberal"
"Ontario",35023,"Don Valley North",25822,20546,0,1191,448,520,0.5321161415294579,0.4233931625692913,0,0.024543037896428792,0.009231973952644919,0.010715684052177139,"Liberal"
"Ontario",35024,"Don Valley West",36744,19480,0,1382,616,442,0.626346652120551,0.3320605482067367,0,0.023557888994954316,0.010500477294422474,0.007534433383335606,"Liberal"
"Ontario",35025,"Dufferin—Caledon",24818,42458,0,1380,927,1012,0.35155464268007647,0.6014306962249452,0,0.019548126637863872,0.013131241589347687,0.014335292867766839,"Conservative"
"Ontario",35026,"Eglinton—Lawrence",29949,29061,0,996,429,326,0.4928984052270371,0.47828376754826285,0,0.016392093612679185,0.0070604499596780826,0.005365283652342786,"Liberal"
"Ontario",35027,"Elgin—St. Thomas—London South",28010,32565,0,3118,0,1256,0.4312614512925526,0.5013934009761505,0,0.04800689771974934,0,0.01933825001154752,"Conservative"
"Ontario",35028,"Essex",29389,46123,0,3826,0,843,0.3665332185929335,0.5752360284855514,0,0.047717040196555295,0,0.010513712724959778,"Conservative"
"Ontario",35029,"Etobicoke Centre",36186,29713,0,1611,0,0,0.5360094800770256,0.44012738853503186,0,0.023863131387942528,0,0,"Liberal"
"Ontario",35030,"Etobicoke—Lakeshore",37512,25348,0,1665,0,813,0.57412225657351,0.3879518809880927,0,0.025482873672288714,0,0.012442988766108543,"Liberal"
"Ontario",35031,"Etobicoke North",22270,17359,0,1354,394,978,0.5257938850194782,0.40984535473970013,0,0.031967890449769804,0.009302325581395349,0.023090544209656474,"Liberal"
"Ontario",35032,"Flamborough—Glanbrook—Brant North",28915,35246,0,1630,594,499,0.4323156509778123,0.5269720710483823,0,0.02437055200047844,0.008881047784223432,0.007460678189103523,"Conservative"
"Ontario",35033,"Guelph",36406,20470,0,2129,6779,809,0.5466940969771598,0.30738966558046643,0,0.03197032721156878,0.10179748622227562,0.012148424008529425,"Liberal"
"Ontario",35034,"Haldimand—Norfolk",26040,41218,0,2412,750,1186,0.3636566768147921,0.575622154568053,0,0.03368432812892774,0.01047398262715415,0.016562857861073095,"Conservative"
"Ontario",35035,"Haliburton—Kawartha Lakes",29223,42701,0,2625,0,954,0.3870442234083414,0.5655536866084792,0,0.03476683045706793,0,0.012635259526111546,"Conservative"
"Ontario",35036,"Hamilton Centre",21388,17079,0,16581,818,1086,0.3755443180221941,0.2998841129372103,0,0.2911399072903498,0.014362972327574098,0.019068689422671724,"Liberal"
"Ontario",35037,"Hamilton East—Stoney Creek",31378,32857,0,2471,0,762,0.46507974150708487,0.4870012450346831,0,0.03662477026145728,0,0.011294243196774767,"Conservative"
"Ontario",35038,"Hamilton Mountain",27302,24857,0,7044,0,690,0.45584625916217253,0.4150234585009934,0,0.11760973736496752,0,0.011520544971866496,"Liberal"
"Ontario",35039,"Hamilton West—Ancaster—Dundas",38970,25547,0,3648,829,470,0.5610100195784867,0.36777323505700793,0,0.0525164113785558,0.011934239318207992,0.006766094667741564,"Liberal"
